long 16.98136 lat 46.45775 viewpoint 0 degrees.jpeg,Cloud 96,Plant 93,Ecoregion 93,Sky 92,Nature 90,Natural environment 89,Natural landscape 88,Vegetation 85,Land lot 85,Tree 85
long 16.9833102857143 lat 46.45741 viewpoint 90 degrees.jpeg,Cloud 98,Sky 93,Car 90,Infrastructure 89,Road surface 89,Asphalt 88,Vehicle 87,Motor vehicle 86,Mode of transport 85,Urban design 84
long 16.9833191269841 lat 46.4574625555556 viewpoint 0 degrees.jpeg,Building 84,Door 81,Font 79,Screenshot 78,Technology 76,Facade 74,Design 68,Advertising 67,Automotive design 66,Signage 65
long 16.9833191269841 lat 46.4574625555556 viewpoint 180 degrees.jpeg,Cloud 97,Sky 96,Car 94,Wheel 93,Plant 90,Infrastructure 90,Asphalt 89,Tree 89,Tire 88,Road surface 86
long 16.9833191269841 lat 46.4574625555556 viewpoint 270 degrees.jpeg,Cloud 95,Plant 94,Sky 94,Light 91,Product 91,Asphalt 89,Infrastructure 89,Tree 85,Mode of transport 85,Font 83
long 16.9833191269841 lat 46.4574625555556 viewpoint 90 degrees.jpeg,Cloud 98,Sky 93,Car 90,Infrastructure 89,Road surface 89,Asphalt 88,Vehicle 87,Motor vehicle 86,Mode of transport 85,Urban design 84
long 16.9833194285714 lat 46.457444 viewpoint 0 degrees.jpeg,Building 84,Door 79,Font 78,Screenshot 78,Technology 75,Facade 74,Design 68,Advertising 68,Signage 65,Window 64
long 16.9833194285714 lat 46.457444 viewpoint 180 degrees.jpeg,Cloud 98,Sky 96,Car 95,Wheel 92,Infrastructure 90,Asphalt 89,Plant 89,Tree 89,Tire 88,Road surface 87
long 16.9833194285714 lat 46.457444 viewpoint 270 degrees.jpeg,Cloud 95,Sky 94,Plant 94,Product 91,Asphalt 89,Infrastructure 89,Tree 86,Mode of transport 85,Font 83,Line 82
long 16.9833194285714 lat 46.457444 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Car 90,Infrastructure 90,Asphalt 89,Road surface 88,Vehicle 86,Mode of transport 85,Motor vehicle 85,Urban design 84
long 16.98332892 lat 46.45748168 viewpoint 0 degrees.jpeg,Building 84,Door 81,Font 79,Screenshot 78,Technology 76,Facade 74,Design 68,Advertising 67,Automotive design 66,Signage 65
long 16.98332892 lat 46.45748168 viewpoint 180 degrees.jpeg,Cloud 98,Sky 96,Car 95,Wheel 92,Infrastructure 90,Asphalt 89,Plant 89,Tree 89,Tire 88,Road surface 87
long 16.98332892 lat 46.45748168 viewpoint 270 degrees.jpeg,Cloud 95,Plant 94,Sky 94,Light 91,Product 91,Asphalt 89,Infrastructure 89,Tree 85,Mode of transport 85,Font 83
long 16.98332892 lat 46.45748168 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Car 90,Infrastructure 90,Asphalt 89,Road surface 88,Vehicle 86,Mode of transport 85,Motor vehicle 85,Urban design 84
long 16.9833302285714 lat 46.4577244 viewpoint 0 degrees.jpeg,Cloud 97,Property 94,Sky 94,Land lot 86,Screenshot 82,Tree 80,Grass 80,Software 78,Urban design 77,Electronic device 76
long 16.9833302285714 lat 46.4577244 viewpoint 180 degrees.jpeg,Font 84,Screenshot 83,Software 78,Technology 76,Electronic device 74,Games 69,Multimedia 68,Logo 64,Display device 62,Pc game 61
long 16.9833302285714 lat 46.4577244 viewpoint 270 degrees.jpeg,Cloud 96,Sky 91,Plant 88,Asphalt 87,Street light 84,Screenshot 83,Graphics software 83,Tree 82,Font 80,Road surface 80
long 16.9833302285714 lat 46.4577244 viewpoint 90 degrees.jpeg,Cloud 96,Sky 91,Asphalt 87,Font 84,Screenshot 83,Software 79,Road surface 78,Technology 74,Games 73,Video game software 70
long 16.9833309777778 lat 46.4574730666667 viewpoint 0 degrees.jpeg,Building 84,Door 79,Font 78,Screenshot 78,Technology 75,Facade 74,Design 68,Advertising 68,Signage 65,Window 64
long 16.9833309777778 lat 46.4574730666667 viewpoint 180 degrees.jpeg,Cloud 98,Sky 96,Car 95,Wheel 92,Infrastructure 90,Asphalt 89,Plant 89,Tree 89,Tire 88,Road surface 87
long 16.9833309777778 lat 46.4574730666667 viewpoint 270 degrees.jpeg,Cloud 95,Plant 94,Sky 94,Light 91,Product 91,Asphalt 89,Infrastructure 89,Tree 85,Mode of transport 85,Font 83
long 16.9833309777778 lat 46.4574730666667 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Car 90,Infrastructure 90,Asphalt 89,Road surface 88,Vehicle 86,Mode of transport 85,Motor vehicle 85,Urban design 84
long 16.9833313777778 lat 46.4574937333333 viewpoint 0 degrees.jpeg,Building 84,Door 79,Font 78,Screenshot 78,Technology 75,Facade 74,Design 68,Advertising 68,Signage 65,Window 64
long 16.9833313777778 lat 46.4574937333333 viewpoint 180 degrees.jpeg,Cloud 98,Sky 96,Car 95,Wheel 92,Infrastructure 90,Asphalt 89,Plant 89,Tree 89,Tire 88,Road surface 87
long 16.9833313777778 lat 46.4574937333333 viewpoint 270 degrees.jpeg,Cloud 95,Plant 94,Sky 94,Light 91,Product 91,Asphalt 89,Infrastructure 89,Tree 85,Mode of transport 85,Font 83
long 16.9833313777778 lat 46.4574937333333 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Car 90,Infrastructure 90,Asphalt 89,Road surface 88,Vehicle 86,Mode of transport 85,Motor vehicle 85,Urban design 84
long 16.98333445 lat 46.4575088 viewpoint 0 degrees.jpeg,Building 84,Door 81,Font 79,Screenshot 78,Technology 76,Facade 74,Design 68,Advertising 67,Automotive design 66,Signage 65
long 16.98333445 lat 46.4575088 viewpoint 180 degrees.jpeg,Cloud 98,Sky 96,Car 95,Wheel 92,Infrastructure 90,Asphalt 89,Plant 89,Tree 89,Tire 88,Road surface 87
long 16.98333445 lat 46.4575088 viewpoint 270 degrees.jpeg,Cloud 95,Sky 94,Plant 94,Product 91,Asphalt 89,Infrastructure 89,Tree 86,Mode of transport 85,Font 83,Line 82
long 16.98333445 lat 46.4575088 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Car 90,Infrastructure 90,Asphalt 89,Road surface 88,Vehicle 86,Mode of transport 85,Motor vehicle 85,Urban design 84
long 16.98333695 lat 46.45743365 viewpoint 0 degrees.jpeg,Building 84,Door 81,Font 79,Screenshot 78,Technology 76,Facade 74,Design 68,Advertising 67,Automotive design 66,Signage 65
long 16.98333695 lat 46.45743365 viewpoint 180 degrees.jpeg,Cloud 98,Sky 96,Car 95,Wheel 92,Infrastructure 90,Asphalt 89,Plant 89,Tree 89,Tire 88,Road surface 87
long 16.98333695 lat 46.45743365 viewpoint 270 degrees.jpeg,Cloud 95,Plant 94,Sky 94,Light 91,Product 91,Asphalt 89,Infrastructure 89,Tree 85,Mode of transport 85,Font 83
long 16.98333695 lat 46.45743365 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Car 90,Infrastructure 90,Asphalt 89,Road surface 88,Vehicle 86,Mode of transport 85,Motor vehicle 85,Urban design 84
long 16.9833384 lat 46.4575281714286 viewpoint 0 degrees.jpeg,Building 84,Door 81,Font 79,Screenshot 78,Technology 76,Facade 74,Design 68,Advertising 67,Automotive design 66,Signage 65
long 16.9833384 lat 46.4575281714286 viewpoint 180 degrees.jpeg,Cloud 98,Sky 96,Car 95,Wheel 92,Infrastructure 90,Asphalt 89,Plant 89,Tree 89,Tire 88,Road surface 87
long 16.9833384 lat 46.4575281714286 viewpoint 270 degrees.jpeg,Cloud 95,Plant 94,Sky 94,Light 91,Product 91,Asphalt 89,Infrastructure 89,Tree 85,Mode of transport 85,Font 83
long 16.9833384 lat 46.4575281714286 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Car 90,Infrastructure 90,Asphalt 89,Road surface 88,Vehicle 86,Mode of transport 85,Motor vehicle 85,Urban design 84
long 16.9833436666667 lat 46.457554 viewpoint 0 degrees.jpeg,Building 84,Door 81,Font 79,Screenshot 78,Technology 76,Facade 74,Design 68,Advertising 67,Automotive design 66,Signage 65
long 16.9833436666667 lat 46.457554 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Car 90,Infrastructure 90,Asphalt 89,Road surface 88,Vehicle 86,Mode of transport 85,Motor vehicle 85,Urban design 84
long 16.9833942142857 lat 46.457541 viewpoint 0 degrees.jpeg,Product 91,Font 85,Screenshot 83,Gas 78,Technology 76,Facade 73,Games 73,Space 72,Design 68,Automotive exterior 67
long 16.9833942142857 lat 46.457541 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,Photograph 94,Car 91,Plant 90,Infrastructure 90,Tree 89,Asphalt 89,Road surface 85,Screenshot 84
long 16.9833942142857 lat 46.457541 viewpoint 270 degrees.jpeg,Cloud 95,Property 94,Sky 94,Asphalt 88,Road surface 87,Mode of transport 85,Urban design 84,Font 83,Screenshot 83,Building 83
long 16.9833942142857 lat 46.457541 viewpoint 90 degrees.jpeg,Cloud 97,Car 95,Sky 95,Wheel 94,Tire 93,Vehicle 92,Infrastructure 89,Asphalt 88,Street light 87,Automotive tire 85
long 16.9834039444444 lat 46.4579209444444 viewpoint 0 degrees.jpeg,Cloud 98,Photograph 94,Plant 93,Sky 93,Tree 88,Screenshot 83,Font 82,Asphalt 79,Technology 78,Software 77
long 16.9834039444444 lat 46.4579209444444 viewpoint 180 degrees.jpeg,Screenshot 84,Font 83,Software 79,Technology 76,Multimedia 66,Games 65,Video game software 61,Pc game 60,Logo 59,Display device 59
long 16.9834039444444 lat 46.4579209444444 viewpoint 270 degrees.jpeg,Cloud 96,Sky 96,Street light 87,Asphalt 85,Plant 83,Screenshot 83,Font 79,Software 77,Road 77,Technology 74
long 16.9834039444444 lat 46.4579209444444 viewpoint 90 degrees.jpeg,Cloud 96,Photograph 94,Sky 93,Asphalt 87,Screenshot 83,Line 82,Font 76,Road surface 74,Road 74,Urban design 74
long 16.983417175 lat 46.457903975 viewpoint 0 degrees.jpeg,Cloud 98,Plant 94,Sky 93,Nature 90,Tree 88,Screenshot 83,Font 81,Asphalt 80,Software 79,Urban design 77
long 16.983417175 lat 46.457903975 viewpoint 180 degrees.jpeg,Screenshot 84,Font 83,Software 79,Technology 76,Multimedia 66,Games 65,Video game software 61,Pc game 60,Logo 59,Display device 59
long 16.983417175 lat 46.457903975 viewpoint 270 degrees.jpeg,Cloud 96,Sky 96,Street light 88,Asphalt 85,Plant 84,Screenshot 83,Font 79,Software 78,Road 77,Technology 74
long 16.983417175 lat 46.457903975 viewpoint 90 degrees.jpeg,Cloud 96,Photograph 94,Sky 93,Asphalt 87,Screenshot 83,Line 82,Font 76,Road surface 74,Road 74,Urban design 74
long 16.9834174 lat 46.4579156 viewpoint 0 degrees.jpeg,Cloud 98,Plant 93,Sky 93,Tree 89,Screenshot 83,Font 82,Asphalt 80,Software 77,Technology 77,Snapshot 74
long 16.9834174 lat 46.4579156 viewpoint 180 degrees.jpeg,Screenshot 84,Font 83,Software 79,Technology 76,Multimedia 66,Games 65,Video game software 61,Pc game 60,Logo 59,Display device 59
long 16.9834174 lat 46.4579156 viewpoint 270 degrees.jpeg,Cloud 96,Sky 96,Street light 88,Asphalt 85,Plant 84,Screenshot 83,Font 79,Software 78,Road 77,Technology 74
long 16.9834174 lat 46.4579156 viewpoint 90 degrees.jpeg,Cloud 96,Photograph 94,Sky 93,Asphalt 87,Screenshot 83,Font 76,Road surface 74,Road 74,Urban design 73,Software 71
long 16.98341888 lat 46.45770232 viewpoint 0 degrees.jpeg,Car 98,Sky 97,Cloud 97,Land vehicle 97,Vehicle 96,Wheel 92,Tire 91,Street light 89,Infrastructure 89,Motor vehicle 89
long 16.98341888 lat 46.45770232 viewpoint 180 degrees.jpeg,Cloud 97,Sky 96,Car 96,Vehicle 92,Plant 90,Infrastructure 90,Asphalt 89,Motor vehicle 88,Lighting 87,Mode of transport 85
long 16.98341888 lat 46.45770232 viewpoint 270 degrees.jpeg,Automotive parking light 98,Tire 98,Car 97,Wheel 96,Vehicle 94,Automotive tire 92,Automotive lighting 91,Building 91,Automotive design 89,Motor vehicle 88
long 16.98341888 lat 46.45770232 viewpoint 90 degrees.jpeg,Cloud 98,Sky 96,Infrastructure 89,Tree 89,Asphalt 88,Vehicle 86,Screenshot 83,Font 83,Biome 82,Urban design 81
long 16.9834198666667 lat 46.4575601333333 viewpoint 0 degrees.jpeg,Product 91,Font 85,Screenshot 83,Gas 78,Technology 76,Facade 73,Games 73,Space 72,Design 68,Automotive exterior 67
long 16.9834198666667 lat 46.4575601333333 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,Photograph 94,Car 91,Plant 90,Infrastructure 90,Tree 89,Asphalt 89,Road surface 85,Screenshot 84
long 16.9834198666667 lat 46.4575601333333 viewpoint 90 degrees.jpeg,Cloud 97,Car 95,Sky 95,Wheel 94,Tire 93,Vehicle 92,Infrastructure 89,Asphalt 88,Street light 87,Automotive tire 85
long 16.9834209714286 lat 46.4577244 viewpoint 0 degrees.jpeg,Car 98,Sky 97,Cloud 97,Land vehicle 97,Vehicle 96,Wheel 92,Tire 91,Street light 89,Infrastructure 89,Motor vehicle 89
long 16.9834209714286 lat 46.4577244 viewpoint 180 degrees.jpeg,Cloud 97,Sky 96,Car 96,Vehicle 92,Plant 90,Infrastructure 90,Asphalt 89,Motor vehicle 88,Lighting 87,Mode of transport 85
long 16.9834209714286 lat 46.4577244 viewpoint 270 degrees.jpeg,Automotive parking light 98,Tire 98,Car 97,Wheel 96,Vehicle 94,Automotive tire 92,Automotive lighting 91,Building 91,Automotive design 89,Motor vehicle 88
long 16.9834209714286 lat 46.4577244 viewpoint 90 degrees.jpeg,Cloud 98,Sky 96,Infrastructure 90,Tree 89,Asphalt 88,Vehicle 87,Font 83,Screenshot 83,Motor vehicle 82,Urban design 81
long 16.9834292444444 lat 46.4579178222222 viewpoint 0 degrees.jpeg,Cloud 98,Plant 93,Sky 93,Tree 89,Screenshot 83,Font 82,Asphalt 80,Software 77,Technology 77,Snapshot 74
long 16.9834292444444 lat 46.4579178222222 viewpoint 180 degrees.jpeg,Screenshot 84,Font 83,Software 79,Technology 76,Multimedia 66,Games 65,Video game software 61,Pc game 60,Logo 59,Display device 59
long 16.9834292444444 lat 46.4579178222222 viewpoint 270 degrees.jpeg,Cloud 96,Sky 96,Street light 87,Asphalt 85,Plant 83,Screenshot 83,Font 79,Software 77,Road 77,Technology 74
long 16.9834292444444 lat 46.4579178222222 viewpoint 90 degrees.jpeg,Cloud 96,Sky 93,Asphalt 87,Screenshot 83,Biome 83,Road surface 78,Font 76,Urban design 75,Plant 75,Road 74
long 16.9834322 lat 46.45789215 viewpoint 0 degrees.jpeg,Cloud 98,Plant 93,Sky 93,Tree 89,Screenshot 83,Font 82,Asphalt 80,Software 77,Technology 77,Snapshot 74
long 16.9834322 lat 46.45789215 viewpoint 180 degrees.jpeg,Screenshot 84,Font 83,Software 79,Technology 76,Multimedia 67,Display device 61,Pc game 58,Logo 58,Video game software 57,Games 56
long 16.9834322 lat 46.45789215 viewpoint 270 degrees.jpeg,Cloud 96,Sky 96,Street light 87,Asphalt 85,Plant 83,Screenshot 83,Font 79,Software 77,Road 77,Technology 74
long 16.9834322 lat 46.45789215 viewpoint 90 degrees.jpeg,Cloud 96,Photograph 94,Sky 93,Asphalt 87,Screenshot 83,Line 82,Font 76,Road surface 74,Road 74,Urban design 74
long 16.9834421111111 lat 46.4578118888889 viewpoint 0 degrees.jpeg,Cloud 97,Car 96,Sky 96,Vehicle 95,Wheel 94,Tire 93,Infrastructure 90,Asphalt 89,Motor vehicle 86,Mode of transport 85
long 16.9834421111111 lat 46.4578118888889 viewpoint 180 degrees.jpeg,Cloud 98,Sky 96,Car 92,Tire 90,Infrastructure 90,Asphalt 89,Tree 86,Vehicle 83,Screenshot 83,Wheel 82
long 16.9834421111111 lat 46.4578118888889 viewpoint 270 degrees.jpeg,Automotive parking light 98,Car 98,Tire 98,Land vehicle 97,Vehicle 96,Wheel 95,Vehicle registration plate 94,Automotive lighting 93,Plant 92,Motor vehicle 92
long 16.9834421111111 lat 46.4578118888889 viewpoint 90 degrees.jpeg,Cloud 98,Sky 97,Car 96,Vehicle 96,Wheel 94,Tire 93,Plant 93,Vehicle registration plate 92,Window 92,Motor vehicle 89
long 16.98344248 lat 46.45759752 viewpoint 0 degrees.jpeg,Font 83,Screenshot 83,Asphalt 81,Facade 72,Software 71,Composite material 69,Logo 66,Urban design 65,Video game software 64,Games 62
long 16.98344248 lat 46.45759752 viewpoint 180 degrees.jpeg,Cloud 98,Sky 97,Car 95,Wheel 93,Vehicle 91,Tire 91,Tree 90,Infrastructure 89,Asphalt 88,Road surface 87
long 16.98344248 lat 46.45759752 viewpoint 270 degrees.jpeg,Sky 93,Cloud 93,Infrastructure 89,Asphalt 88,Building 86,Mode of transport 85,Road surface 85,Font 84,Motor vehicle 83,Line 82
long 16.98344248 lat 46.45759752 viewpoint 90 degrees.jpeg,Car 98,Cloud 98,Land vehicle 97,Wheel 96,Vehicle 95,Tire 94,Sky 94,Infrastructure 89,Asphalt 88,Automotive design 86
long 16.98344395 lat 46.4577977 viewpoint 0 degrees.jpeg,Cloud 97,Car 96,Sky 96,Vehicle 95,Wheel 94,Tire 93,Infrastructure 90,Asphalt 89,Motor vehicle 86,Mode of transport 85
long 16.98344395 lat 46.4577977 viewpoint 180 degrees.jpeg,Cloud 98,Sky 96,Car 92,Tire 90,Infrastructure 89,Asphalt 89,Tree 87,Screenshot 83,Vehicle 82,Font 81
long 16.98344395 lat 46.4577977 viewpoint 270 degrees.jpeg,Automotive parking light 98,Car 98,Tire 98,Land vehicle 97,Vehicle 96,Wheel 95,Vehicle registration plate 94,Automotive lighting 93,Motor vehicle 92,Plant 92
long 16.98344395 lat 46.4577977 viewpoint 90 degrees.jpeg,Cloud 98,Sky 97,Car 96,Vehicle 96,Wheel 94,Tire 93,Plant 93,Vehicle registration plate 92,Window 92,Motor vehicle 89
long 16.983447225 lat 46.457880325 viewpoint 0 degrees.jpeg,Cloud 98,Plant 93,Sky 93,Tree 89,Screenshot 83,Font 82,Asphalt 80,Software 77,Technology 77,Snapshot 74
long 16.983447225 lat 46.457880325 viewpoint 180 degrees.jpeg,Screenshot 84,Font 83,Software 79,Technology 76,Multimedia 66,Games 65,Video game software 61,Pc game 60,Logo 59,Display device 59
long 16.983447225 lat 46.457880325 viewpoint 270 degrees.jpeg,Cloud 96,Sky 96,Street light 87,Asphalt 85,Plant 83,Screenshot 83,Font 79,Software 77,Road 77,Technology 74
long 16.983447225 lat 46.457880325 viewpoint 90 degrees.jpeg,Cloud 96,Photograph 94,Sky 93,Asphalt 87,Screenshot 83,Line 82,Font 76,Road surface 74,Road 74,Urban design 74
long 16.9834683333333 lat 46.4576954444444 viewpoint 0 degrees.jpeg,Car 98,Sky 97,Cloud 97,Land vehicle 97,Vehicle 96,Wheel 92,Tire 91,Street light 89,Infrastructure 89,Motor vehicle 89
long 16.9834683333333 lat 46.4576954444444 viewpoint 180 degrees.jpeg,Cloud 97,Sky 96,Car 96,Vehicle 92,Plant 90,Infrastructure 90,Asphalt 89,Motor vehicle 88,Lighting 87,Mode of transport 85
long 16.9834683333333 lat 46.4576954444444 viewpoint 270 degrees.jpeg,Automotive parking light 98,Tire 98,Car 97,Wheel 96,Vehicle 94,Automotive tire 92,Automotive lighting 91,Building 91,Automotive design 89,Motor vehicle 88
long 16.9834683333333 lat 46.4576954444444 viewpoint 90 degrees.jpeg,Cloud 98,Sky 96,Infrastructure 89,Tree 89,Asphalt 88,Vehicle 86,Screenshot 83,Font 83,Biome 82,Urban design 81
long 16.9834684081633 lat 46.4578591428571 viewpoint 0 degrees.jpeg,Cloud 98,Plant 93,Sky 93,Tree 89,Screenshot 83,Font 82,Asphalt 80,Software 77,Technology 77,Snapshot 74
long 16.9834684081633 lat 46.4578591428571 viewpoint 180 degrees.jpeg,Screenshot 84,Font 83,Software 79,Technology 76,Multimedia 66,Games 65,Video game software 61,Pc game 60,Logo 59,Display device 59
long 16.9834684081633 lat 46.4578591428571 viewpoint 270 degrees.jpeg,Cloud 96,Sky 96,Street light 88,Asphalt 85,Plant 84,Screenshot 83,Font 79,Software 78,Road 77,Technology 74
long 16.9834684081633 lat 46.4578591428571 viewpoint 90 degrees.jpeg,Cloud 96,Photograph 94,Sky 93,Asphalt 87,Screenshot 83,Line 82,Font 76,Road surface 74,Road 74,Urban design 74
long 16.9834705 lat 46.4576798 viewpoint 0 degrees.jpeg,Cloud 97,Car 97,Sky 96,Infrastructure 91,Road surface 90,Asphalt 89,Plant 89,Vehicle 89,Motor vehicle 88,Street light 87
long 16.9834705 lat 46.4576798 viewpoint 180 degrees.jpeg,Car 98,Wheel 97,Cloud 97,Land vehicle 97,Sky 96,Tire 96,Vehicle 92,Infrastructure 91,Asphalt 88,Motor vehicle 88
long 16.9834705 lat 46.4576798 viewpoint 270 degrees.jpeg,Automotive parking light 98,Tire 97,Car 97,Wheel 97,Land vehicle 96,Vehicle 94,Automotive lighting 92,Light 91,Motor vehicle 91,Automotive tail & brake light 90
long 16.9834705 lat 46.4576798 viewpoint 90 degrees.jpeg,Cloud 98,Sky 97,Tire 96,Wheel 94,Asphalt 87,Tree 84,Mode of transport 84,Screenshot 83,Line 82,Urban design 79
long 16.9834766190476 lat 46.4578466666667 viewpoint 0 degrees.jpeg,Cloud 97,Car 96,Sky 96,Vehicle 95,Wheel 94,Tire 93,Infrastructure 90,Asphalt 89,Motor vehicle 86,Mode of transport 85
long 16.9834766190476 lat 46.4578466666667 viewpoint 180 degrees.jpeg,Cloud 98,Sky 96,Car 92,Tire 90,Infrastructure 90,Asphalt 89,Tree 86,Vehicle 83,Screenshot 83,Wheel 82
long 16.9834766190476 lat 46.4578466666667 viewpoint 270 degrees.jpeg,Automotive parking light 98,Car 98,Tire 98,Land vehicle 97,Vehicle 96,Wheel 95,Vehicle registration plate 94,Automotive lighting 93,Motor vehicle 92,Plant 92
long 16.9834766190476 lat 46.4578466666667 viewpoint 90 degrees.jpeg,Cloud 98,Sky 97,Car 96,Vehicle 96,Wheel 94,Tire 93,Plant 93,Vehicle registration plate 92,Window 92,Motor vehicle 89
long 16.9834781428571 lat 46.457672 viewpoint 0 degrees.jpeg,Cloud 97,Car 97,Sky 96,Infrastructure 91,Asphalt 89,Plant 89,Road surface 89,Vehicle 88,Motor vehicle 88,Mode of transport 86
long 16.9834781428571 lat 46.457672 viewpoint 180 degrees.jpeg,Car 98,Wheel 97,Cloud 97,Land vehicle 97,Sky 96,Tire 96,Vehicle 92,Infrastructure 91,Asphalt 88,Motor vehicle 88
long 16.9834781428571 lat 46.457672 viewpoint 270 degrees.jpeg,Automotive parking light 98,Tire 98,Car 97,Wheel 97,Land vehicle 96,Vehicle 94,Automotive lighting 92,Light 91,Motor vehicle 91,Automotive tail & brake light 91
long 16.9834781428571 lat 46.457672 viewpoint 90 degrees.jpeg,Cloud 98,Sky 97,Tire 96,Wheel 94,Asphalt 87,Tree 84,Mode of transport 84,Screenshot 83,Line 82,Urban design 79
long 16.9834865714286 lat 46.4576345714286 viewpoint 0 degrees.jpeg,Font 83,Screenshot 83,Asphalt 81,Facade 72,Software 71,Composite material 69,Logo 66,Urban design 65,Video game software 64,Games 62
long 16.9834865714286 lat 46.4576345714286 viewpoint 180 degrees.jpeg,Cloud 98,Sky 97,Car 95,Wheel 93,Vehicle 91,Tire 91,Tree 90,Infrastructure 89,Asphalt 88,Road surface 87
long 16.9834865714286 lat 46.4576345714286 viewpoint 270 degrees.jpeg,Sky 93,Cloud 93,Infrastructure 89,Asphalt 88,Building 86,Mode of transport 85,Road surface 85,Font 84,Motor vehicle 83,Line 82
